agency_slug,agency_name,text,char_count,word_count
pakistan_red_crescent_society,Pakistan Red Crescent Society,"Pakistan Red Crescent Society ( Urdu : ہلالِ احمر پاکستان , romanized : halali ahmar pakistan ), is a national society of the Islamic Republic of Pakistan in the humanitarian sector, that provides emergency medical and relief services in Pakistan in both natural and human-made disasters. The organization was founded on 20 December 1947 after Pakistan's independence by an order called the Pakistan Red Cross Order (Succession to Indian Red Cross , established on June 7th 1920), issued by Muhammad Ali Jinnah , as Governor General of Pakistan . Jinnah became the founding president of the National Society. It was later renamed as Pakistan Red Crescent Society or the Red Crescent Order by act of Parliament in 1974. (assent by President of Pakistan on 1st March 1974 and published for general information on March 5th 1974 in Gazette (S.1033/L-7646) of Pakistan). Its national headquarters are in Islamabad . Pakistan Red Crescent Society is working with a mission to become leading humanitarian organization of Pakistan, committed to prevent and alleviate human sufferings by mobilizing the power of humanity through volunteers. Pakistan Red Crescent Society's headquarters are located in Islamabad, and Provincial/State Branch Headquarters are in Karachi, Lahore, Peshawar, Quetta, Muzaffarabad, Gilgit respectively, while it has branches in all administrative units of Pakistan . These branches as well as the 92 district level branches are spread across the country, that ensures the coordination of the Society's field operations. Every province has its own PRCS Provincial Branch, whose President is the Governor of that province. Governor of Balochistan Sheikh Jaffar Khan Mandokhail Pakistan Red Crescent Society had about 253,000 volunteers in 2014. It is estimated to have 1.8 million volunteers across Pakistan. Pakistan Red Crescent is highly regarded in Pakistan by its respective stakeholders and the public and has over the years been well known for saving lives and strengthening recovery in disasters, contributing towards healthy living, and promoting social cohesion in vulnerable communities. It has emerged as the leading humanitarian organization in the country by providing immediate response in national disasters supported by its vast network of staff and volunteers. PRC has undergone significant developments through the support of its Movement Partners over the years, expanding the capacity of the organization to develop its core activities and respond to disasters. In 2010, after one of the largest floods in Pakistani history, the Red Crescent Society provided much-needed support to native Pakistanis who were without food or water. They also joined forces with the American Red Cross in this effort, and were given $100,000 in aid to combat the devastation of the flood. In 2014, the Pakistan Red Crescent Society in Sindh , in association with the JDC Welfare Organization , provided medical aid to some 300 mourners with doctors, paramedical staff, and volunteers during a two-day medical camp organized in connection with Youm-e-Ashoor at Numaish Chowrangi, Karachi . Pak Red Crescent Medical and Dental College was established in 2011 as a private college of medicine and dentistry in Lahore , Punjab by the Pakistan Red Crescent Society. It is registered with and accredited by Pakistan Medical and Dental Council , listed in WHO , Avicenna Directories and IMED , It is affiliated with University of Health Sciences, Lahore , and approved by Ministry of Health . Social Pak Red Crescent Teaching Hospital is attached as training and teaching hospitals.",3595,557
pakistan_software_export_board,Pakistan Software Export Board,"Pakistan Software Export Board (PSEB) ( Urdu : پاکستان سوفٹ ویئر برآمدات بورڈ ) is a government-owned, guarantee limited company, founded in 1995, primarily to promote the information technology industry of Pakistan . PSEB is an apex government body mandated to promote Pakistan's IT Industry in local and international markets. PSEB facilitates the IT industry through a series of projects and programs in infrastructure development, human capital development, company capability development, global marketing, strategy and research, and the promotion of innovation and technologies. Government incentives to the international outsourcing community include 100% equity ownership, 100% repatriation of capital and dividends, and income tax credit for IT export until June 2025. Pakistan has a large talent pool of English-speaking, cost-competitive and skilled workforce, a large number of internationally-certified companies and a reliable telecom infrastructure. PSEB works extensively with international trade associations, commerce bodies and the media to promote Pakistan's IT industry. PSEB has more than 17,000 active IT/ITeS companies, which possess expertise in custom software development, enterprise resource planning, financial solutions, mobile content, document management, enterprise computing and business process outsourcing.",1342,180
pakistan_space_and_upper_atmosphere_research_commission,Pakistan Space And Upper Atmosphere Research Commission,"The Space & Upper Atmosphere Research Commission , commonly referred to as SUPARCO , is the national space agency of Pakistan . The agency, originally established in 1961 as a committee in Karachi, became an independent commission in 1981. Its initial objective was to study rocketry and high-altitude research from the United States, which eventually led to the development of a national satellite program. This culminated in the successful launch of Pakistan's first satellite from China in 1990. The agency was also an early participant in the rocket development program launched by the Ministry of Defence of Pakistan. The agency leads the National Space Program (NSP) and maintains the orbital operations of its satellites with support facilities throughout the country. SUPARCO also serves as the secretariat for Pakistan Space Activities Regulatory Board (PSARB) which was established in February 2024 under the National Command Authority to regulate all space-related activities in Pakistan. The past federal ministries of Pakistan initially avoided to fund the space program and engineering education in spite of opportunity available from the United States . The Punjab University was the only university that was undertaking the research in aeronautics in 1957; after the former Soviet Union launched its first satellite in space, the Sputnik 1 . It was during the development of Apollo program in 1961 when Abdus Salam found an opportunity for Pakistan to start its space program with the foreign funding coming from the United States . As NASA launched the Apollo program in competition with the Soviet space program, it recognized the need for scientific data from the upper atmosphere and therefore invited India and Pakistan—two Indian Ocean –bordering states—to participate in related studies and experiments. Initially, the engineers from Pakistan Atomic Energy Commission (PAEC) learned rocketry at the Wallops Flight Facility as Abdus Salam worked on getting approval for establishing a commission from the Ayub administration . A commission to study the upper atmosphere and rocketry was established under Abdus Salam and Ishrat Usmani as its chairman with nuclear engineers from PAEC, Tariq Mustafa and Salim Mehmud , becoming its first members in 1961 through the ""Space Sciences Research Wing"" of PAEC. The Commission was the first in the Muslim world to start studies in establishing a national space program, and was named as ""Space and Upper Atmosphere Research Commission"" to represent its purpose and mission on 16 September 1961. The Commission working under Abdus Salam was tasked with learning the rocket engineering , and contribution from France and the United States helped start this mission. Foundation of the agency made Pakistan the first South Asian country to start a space program. Furthermore, a Flight Test Range was established in Sonmiani which is 50 km (31 mi) west of Karachi , from where a program of sounding rocket launches was conducted based on the Nike-Ajax rockets followed by the Judi-Dart program. On 7 July 1962, the Commission launched the first rocket, known as "" Rehbar-I "", which reached the altitude of 80 mi (420,000 ft) in space. The United States publicly supported and hailed the program as the beginning of ""a program of continuous cooperation in space research of mutual interest."" Until 1972, the United States provided training on rocket engines at the Goddard Space Flight Center . The ground stations for satellite navigation were set up by the Commission in Karachi and Lahore in 1973, and were visited by the Apollo 17 astronauts. In 1973, the Islamabad Ionospheric Station was established at the Quaid-e-Azam University and Landsat ground station was established near Lahore. Following the cessation of U.S. funding for upper atmosphere research in 1972 and the prioritization of nuclear weapons programs after the 1971 war with India, SUPARCO experienced a significant decline in funding and support. Engineers with backgrounds in nuclear engineering were transferred to the Pakistan Atomic Energy Commission, and the Pakistan Air Force 's support for the Rehbar program also ceased. Following India's launch of its first satellite Aryabhata on a Soviet Kosmos-3M rocket in 1975, SUPARCO began lobbying for Pakistan's own satellite program. In 1981, the Commission was reorganized as an independent federal agency. During the same period, a communication satellite project called PakSAT was initiated. Collaborations with the Pakistan Radio Society (PRS) and the University of Surrey in England enabled SUPARCO to participate in satellite engineering projects, contributing to the development of UoSAT-1 and UO-11 , which were launched in 1984. Pakistan's communication satellite program also led to the expansion of a ground station in Lahore in 1983. SUPARCO began constructing its first satellite, Badr-1 , in 1983, and it was eventually launched by China in 1990 after negotiations with the United States failed. SUPARC",5000,777
pakistan_standards_and_quality_control_authority,Pakistan Standards And Quality Control Authority,"The Pakistan Standards & Quality Control Authority ( PSQCA ; Urdu : مختاریہَ پاکستان برائے انضباطِ کیفیات و معیارات ) is an autonomous body subordinate to the ministry of science and technology of the Government of Pakistan . Its main objective is to regulate and enforce quality standards in Pakistan . Anything that is certified by the PSQCA is issued the Pakistan Standards (PS) label. The PSQCA was formed through the passage of the Pakistan Standards and Quality Control Authority Act, 1996 by the Parliament of Pakistan . On Feb 16, 2022, the Senate Standing Committee on Science and Technology approved transfer of head office of Pakistan Standards and Quality Control Authority (PSQCA) to Islamabad from Karachi. The Authority is composed of the following four departments: The Directorate of Standards , also known as Standards Development Centre, SDC is responsible for the development of Pakistan Standards, adoption of International Standards by consensus involving Stakeholders (manufacturers, government and regulatory bodies, consumers, scientists and technologists, academia and testing laboratories) through its technical divisions. SDC has 177 Technical Committees along with 12 technical divisions. Technical divisions are: SDC has established 6094 Pakistan Standards, and adopted 9185 ISO, 6202 IEC, 2 OIML, 634 ASTM, 21 Codex Alimentarius (CAC) and 15 Food and Agriculture Organization (FAO) Standards. The Quality Control Centre (QCC) is a multifunctional testing laboratory which test quality of food, building materials (cement), papers & textiles, sugar, Microbiology, beverages and Water. QCC is organized in six sections. It can test 107 different items, including 38 food, 28 electrical, 02 auto vehicles, 03 animal feed, 3 textile, 14 civil/building materials, 6 washing/cosmetics, 2 steel, 9 chemical division and 4 fertilizer items. The formal Central Testing Laboratory merged into Pakistan Standards Quality Control Authority under Act VI of 1996, after the Promulgation of the Pakistan Standards Quality Control Authority and was renamed as Quality Control Centre. In 2014, all labs of Quality Control Centre(QCC Karachi) i.e. Microbiology, Water & beverages lab, Sugar Lab, Oil & Fats and Building Material (Cement) Lab were accredited. Quality control centers are located at Karachi (with chemical, microbiology and physical sections), Lahore (chemical, microbiology and physical sections), Peshawar (chemical, microbiology and physical sections) and Quetta (chemical section). PSQCA is a member of the following international organizations: PSQCA has memorandum of understandings (MoUs) with following countries: PSQCA has established relations with following organizations:",2711,392
pakistan_stock_exchange,Pakistan Stock Exchange,"The Pakistan Stock Exchange ( PSX ), founded as Karachi Stock Exchange ( KSE ) in 1947, is a stock exchange based in Karachi , Pakistan . In January 2016, the Karachi Stock Exchange merged with the Lahore Stock Exchange and Islamabad Stock Exchange to form the PSX, aiming to reduce market fragmentation and attract strategic investment partnerships. As of February 2026, PSX lists 561 companies with a total market capitalization of approximately PKR 18.276 trillion (about $64.83 billion USD). The benchmark KSE 100 Index reached 156,181 Points, reflecting a 51.7% increase from the previous year. The exchange has 1,886 foreign institutional investors , 883 domestic institutional investors, around 220,000 retail investors, 400 brokerage houses, and 21 asset management companies. The PSX was granted affiliate status by the World Federation of Exchanges (WFE) after it joined in June 2021, marking a significant milestone in its international recognition. PSX has been ranked by Bloomberg as one of the best-performing markets globally in 2023, 2024, and 2025. The Karachi Stock Exchange (KSE) was founded on 18 September 1947, soon after Pakistan's independence. It was located in the Stock Exchange Building (SEB) on Stock Exchange Road, off I. I. Chundrigar Road (then McLeod Road), the heart of Karachi ’s financial district. Membership at the KSE was capped at 200, with each member holding a trading card. The value of these cards fluctuated sharply, climbing from just over one million rupees before 1990 to nearly 40 million rupees in the mid-1990s, before falling to around 27.5 million rupees by 2002. Until 27 May 1998, trading at the KSE relied on the open outcry system, with buyers shouting ""La-oo"" and sellers responding ""Lay."" The influx of foreign investors during the early 1990s highlighted the need for modernization. With the support of a US$125 million loan from the Asian Development Bank for capital market reforms, the KSE introduced the Karachi Automated Trading System (KATS), replacing manual trading with electronic execution. In 1999, the Securities and Exchange Commission of Pakistan (SECP) was created to regulate the country’s capital markets. Khalid Mirza became its first chairman in March 2000. At that time, the KSE suffered from widespread market manipulation , poor governance, and weak investor protection. Despite a market capitalization of only US$6 billion, the exchange was prone to extreme volatility , with most activity concentrated in just 30 of its 765 listed companies. Malpractices included diversion of funds, absence of proper margin requirements, and predatory lending by brokers. Commercial banks often lent to brokers who engaged in ""cornering,"" further disadvantaging small investors. Corporate governance was also weak: shareholder meetings were frequently delayed, and many firms opted to delist or liquidate assets, eroding investor confidence. Mirza’s reform agenda faced strong pushback from entrenched brokerage interests. Brokers staged demonstrations against SECP measures and accused him of being an ""American agent."" Although the SECP reduced broker dominance on the KSE’s board of directors , they still controlled 60 percent of seats. The Commission also gained authority to regulate auditors, but penalties for misconduct remained low at only US$30 per offense. Transparency and accountability thus remained limited through the early 2000s. On 14 December 1999, the SECP introduced the Companies (Buy-back of Shares) Rules, 1999, providing a legal framework for corporate share repurchases. In 2002, Alhamd Textile Mills became the first Pakistani company to buy back shares under the new rules. The Pakistan Stock Exchange (PSX) was established in January 2016 following the Government of Pakistan ’s decision to merge the three main stock exchanges of Karachi, Lahore, and Islamabad into a single national bourse. A two-day mock trading session was conducted by the Karachi Stock Exchange before the official launch on 11 January 2016. The merger was intended to reduce market fragmentation, improve regulatory oversight, and strengthen the case for strategic partnerships to bring in technological expertise and international investors. It marked the second phase of the Stock Exchanges (Corporatisation, Demutualisation and Integration) Act, 2012, passed by a joint session of the Parliament of Pakistan . In 2017, a consortium of Chinese exchanges including the Shanghai Stock Exchange , Shenzhen Stock Exchange , and the China Financial Futures Exchange acquired a 40% strategic stake in PSX, making China its single largest foreign shareholder. Through this partnership, PSX was linked with Chinese capital markets under the ""China Connect"" system, enabling greater cross-border investment flows. By December 2024, the exchange had 525 listed companies with a combined market capitalization of approximately PKR 14.5 trillion. The exchange operates several key indices, including the KSE 100 Index , KSE-30 Index , an",5000,758
pakistan_telecommunication_authority,Pakistan Telecommunication Authority,"The Pakistan Telecommunication Authority (PTA) ( Urdu : ‎مقتدرہِ ٹیلی مواصلات پاکستان ) is the telecommunication regulator of Pakistan, responsible for the establishment, operation and maintenance of telecommunication systems and the provision of telecommunication services in Pakistan. Headquartered in Islamabad , PTA also has zonal offices located in Karachi , Lahore , Faisalabad, Gawadar, Abbottabad, Sukkur, Peshawar , Quetta , Muzaffarabad , Rawalpindi , Multan and Gilgit . The Pakistan Telecommunication Ordinance 1994, established the primary regulatory framework for the telecommunication industry including the establishment of an authority. Thereafter, Telecommunication (Re-Organization) Act no XVII was promulgated in 1996 that aimed to reorganize the telecom sector of Pakistan. Under Telecom Reorganization Act 1996, Pakistan Telecommunication Authority (PTA) was established in 1996 to regulate the establishment, operation and maintenance of telecommunication systems and the provision of telecom services. To regulate the establishment, operation and maintenance of telecommunication systems and provision of telecommunication services in Pakistan. To receive and expeditiously dispose of applications for the use of radio-frequency spectrum. To promote and protect the interests of users of telecommunication services in Pakistan. To promote the availability of a wide range of high quality, efficient, cost effective and competitive telecommunication services throughout Pakistan. To promote rapid modernization of telecommunication systems and telecommunication services. To investigate and adjudicate on complaints and other claims made against licensees arising out of alleged contraventions of the provisions of this Act, the rules made and licenses issued there under and take action accordingly. which led the government to publish a tax on the electronic device attached by the telecommunication service brought from overseas to Pakistan. To make recommendations to the Federal Government on policies with respect to international telecommunications, provision of support for participation in international meetings and agreements to be executed in relation to the routing of international traffic and accounting settlements. In exercising its functions and powers under the Act, the authority ensures: The Authority consists of a chairman, member (finance) and member (compliance & enforcement). Chairman PTA is Major General (R) Hafeezur Rehman. Previously it was vacant as Major General (R) Amir Azeem Bajwa HI(M) relinquished the charge after completion of tenure. Muhammad Naveed is Member (Finance) and Dr. Khawar Siddique Khokhar is Member (Compliance & Enforcement). PTA conducted first spectrum auction in 2004, in which a total of 13.6 MHz spectrum in 900 and 1800 MHz was sold at US$582 Million. As a result of auction, Telenor and Warid Telecom entered Pakistan's telecom market. PTA auctioned spectrum for 3G and 4G services in 2014. One 4G license and three 3G licenses were finally auctioned on 23 April 2014. The 4G license was bagged by Zong (as well as 10 MHz 3G license), while the 3G licenses were auctioned to Telenor (5 MHz), Mobilink (10 MHz) and Ufone (5 MHz). While Warid Pakistan was the only operator in Pakistan not to bid on the auction; Later on, Warid started LTE services using a previously acquired technology neutral license. The auction raised a total of $1.22 billion including 10% advance tax for the government of Pakistan. Another auction was held in June for a 10 MHz block in the 850 MHz (Band 5) frequency, the base price was set at US$395 million. Telenor Pakistan was the only bidder in the auction and won the license for 850 MHz which it now uses for 3G ( HSPA+ ) and LTE . PTA plans to hold another auction on 16 May 2017 to auction a 10 MHz block in the 1800 MHz (Band 3) frequency, which was un-sold in the 2014 NGMS auction. It was first mentioned that Ufone could've been the only operator to participate in the 2017 NGMS auction, however as of 24 April 2017, PTA officials had revealed that all telecom operators have shown great interest in the available spectrum and the auction has been delayed to 24 May 2017 on the request of all telecom operators. Contrary to earlier rumours and statements, the only operator to bid for the 1800 MHz 4G spectrum in the 2017 auction would be Jazz , the other operators, Telenor, Zong and Ufone did not submit any applications and a statement from PTA mentioned that Jazz was the only operator to submit the application before the deadline which was 17 May 2017. On 18 May 2017, Jazz became the winner of the 4G spectrum auction. It will be officially awarded the spectrum after the fee is paid. PTA held a spectrum auction in September 2021, for both 1800 MHz (Band 3) and 2100 MHz (Band 1). Only one network operator participated in the auction, Ufone (PTML) submitted a bid for 2x9 MHz in the 1800 MHz band which it won for US$279 million. A separate spectrum auction was held b",5000,790
pakistan_telecommunication_company_limited,Pakistan Telecommunication Company Limited,"Pakistan Telecommunication Company Ltd. , commonly known as PTCL , is the national telecommunication company in Pakistan . PTCL provides telephone and internet services nationwide and is the backbone for the country's telecommunication infrastructure. The corporation manages and operates around 2000 telephone exchanges across the country, providing the largest fixed-line network. Data and backbone services such as GSM, HSPA+, CDMA, LTE, broadband internet, IPTV, and wholesale are an increasing part of its business. Originally a state-owned corporation, the shareholding of PTCL was reduced to 62%, when 26% of shares and control were sold to Etisalat Telecommunications while the remaining 12% to the general public in 2006 under an intensified privatization program under Prime Minister Shaukat Aziz . However, the 62% of shares still remain under the management of government-ownership of state-owned corporations of Pakistan. In May 2021, Etisalat by e& appointed Hatem Bamatraf as president and Group CEO of PTCL. Hatem previously served as the CTO of Etisalat. It was known as the Posts & Telegraph Department in 1949 and as Pakistan Telephone & Telegraph Department in 1962. Pakistan Telecommunication Corporation (PTC) took over operations and functions from Pakistan Telephone and Telegraph Department under Pakistan Telecommunication Corporation Act 1991. This coincided with the Government's competitive policy, encouraging private sector participation and resulting in the award of licenses for cellular, card-operated pay-phones, paging and, lately, data communication services. Pursuing a progressive policy, the Government in 1991, announced its plans to privatize PTCL, and in 1994 issued six million vouchers exchangeable into 600 million shares of the would-be PTCL in two separate placements. Each had a par value of Rs. 10 per share. These vouchers were converted into PTCL shares in mid-1996. On 31 December 1995, the Pakistan Telecommunication (Reorganization) Act, 1996, was passed, which formally reconstituted the Pakistan Telecommunication Corporation as PTCL. The act facilitated the transfer of the telecommunications business, along with its associated assets, rights, liabilities, and obligations, from the corporation to PTCL. However, certain exclusions were allocated to the National Telecommunication Corporation (NTC), Frequency Allocation Board (FAB), Pakistan Telecommunication Authority (PTA), and Pakistan Telecommunication Employees Trust (PTET). As part of the reorganization process, the Government of Pakistan divested 26 percent of its PTCL shares through an initial public offering (IPO) at a strike price of PKR 30 and was subsequently listed on the Karachi Stock Exchange (KSE) in 1996. PTCL launched its mobile and data services subsidiaries in 2001 by the name of Ufone and PakNet respectively. None of the brands made it to the top slots in the respective competitions. Lately, however, Ufone had increased its market share in the cellular sector. The PakNet brand has effectively dissolved over a period of time. Recent DSL services launched by PTCL reflects this by the introduction of a new brand name and operation of the service being directly supervised by PTCL. As telecommunication monopolies head towards an imminent end, services and infrastructure providers are set to face even bigger challenges. The post-monopoly era came with Pakistan’s Liberalization in Telecommunication in January 2003. On the Government level, a comprehensive liberalization policy for the telecoms sector is in the offering. In 2005, Government of Pakistan decided to sell 26 percent of the company to some private corporation. There were three participants in the bidding process for the privatization of PTCL. Etisalat , an Abu Dhabi company was able to get the shares with a large margin in the bid. In June 2005, Etisalat won the 26% of PTCL shares along with management control of the then telecom monopoly for US$2.6 billion. As of 2019, Etisalat has held back $800m amount over a property-transfer dispute with the Pakistani government. The government's plan of privatizing the corporation was not welcomed in all circles; countrywide protests and strikes were held by PTCL workers. They disrupted phone lines of institutions like Punjab University Lahore along with other public sector institutions. PTCL provides fixed-line telephone services across Pakistan. Wireless voice services used to be provided through PTCL's CDMA2000 network, which was broadcast over the 1900 MHz WLL frequency under the 'Vfone' brand name, however, the network was shut down on 31 August 2016 nationwide to allow the spectrum to be re-farmed for PTCL's 'CharJi' LTE service. PTCL offers three different types of fixed-line broadband across 2,000 cities* in Pakistan with plans ranging from 2 Mbit/s to 250 Mbit/s. *PTCL's FlashFiber is not available nationwide, availability is currently limited to 95 cities. PTCL also offers TDD-LTE based Wireless Broadband under the",4999,744
pakistan_television_corporation,Pakistan Television Corporation,"Pakistan Television Corporation ( Urdu : پاکستان ٹیلی وژن نیٹ ورک ; reporting name : PTV ), also known as Pakistan Television , is the Pakistani public broadcaster based in Islamabad , Pakistan , which comprises a number of TV channels. The PTV is operated and managed directly under the Ministry of Information and Broadcasting of federal Government of Pakistan since its founding on 26 November 1964 when a pilot television station was established at Lahore , Punjab. The idea of establishing a media and television industry was conceived in late 1956 and created by the privately set up national education commission with the support of President Ayub Khan in 1960. In 1961, the private sector media mogul and industrialist Syed Wajid Ali launched a television industrial development project, bringing the role of Ubaidur Rahman , an electrical engineer in the Engineering Division of Radio Pakistan , as the project director of the first television station in Lahore . Ali reached a milestone in 1961 after establishing a private television broadcasting company with the cooperation of Nippon Electric Company (NEC) of Japan and Thomas Television International of the United Kingdom. In 1963, a public meeting was chaired by President Ayub Khan , in which the government made decisions about the Pakistan Television stations and the media industry in the country. Since 1963, its headquarters are in Islamabad, near the Cabinet Secretariat . From 1961 to 1962, a television headquarters was established in Lahore and several pilot transmission tests were taken by Rahman's team. Subsequently, many television divisions were established throughout Pakistan by this team, including East-Pakistan . Although it was originally supposed to go on air on 1 September 1964, the first-ever news broadcast was done on 26 November 1964 after an introduction by Syed Wajid Ali which was beamed as a black and white transmission by the PTV. The first programme, formatted by Thomson Television International, telecast amateur programmes with foreign films ; the television division in the Punjab Province was established with the help of United Nations Educational, Scientific and Cultural Organization (UNESCO) , the Colombo Plan , and the Government of Japan . Aslam Azhar (1932–29 December 2015) was appointed the first managing director of the Pakistan Television in charge of all the staffing requirements at the first PTV Lahore , Center. This first managing director and executive Aslam Azhar is widely considered to be the ""father of Pakistan Television"". Private industries commercials were permitted with no fee; initially all the commercials of industrial conglomerates were tax-free with no additional charges. The PTV remained under the private sector management with more than half of the shares were sold to Ministry of Information and Broadcasting in a fear that all shares would fall into the hands of government in the name of greater interest of the country. The project began with a tent on the back lot of Pakistan Broadcasting Corporation by Ubaidur Rahman where a transmission tower and a studio were constructed by his team. On 26 November 1964, President Ayub Khan inaugurated the first official television station commencing transmission broadcasts from Lahore , followed by Dacca on 25 December 1964 (then the capital of East Pakistan ; renamed Bangladesh Television in 1971), a third centre was established in Rawalpindi and Islamabad in 1965 and the fourth in Karachi in 1966. On 29 May 1967, a private company was established as Pakistan Television Corporation under the Company Act, 1913, whereas the private sector remained charged with broadcasting on the television. At that time, all studio programmes were telecasted live as no VTR recording machines were available, which were made available in 1968. After the Indo-Pakistani war in 1971, the PTV was nationalized and brought in completely under the government-ownership management by the then President Zulfikar Ali Bhutto 's government. Communication network expansion was vast by the PTV and government publicly funded its infrastructure expansion all over the country. Until then, PTV refused to cater political topics, but started giving equal airtime for each party. Promotion of regional literature , science-fiction miniseries , country music , and romanticizing rural values in drama playwrights were on-aired by the PTV, at the behest of public funding by the Government of Pakistan . The PTV was considered as source of major national integration . Microwave National Network was established among the centres of PTV in 1973 while Quetta and Peshawar centers were started in 1974. The PTV transmission switched over from its original black and white to color transmission in 1975. Regional headquarters of PTV and television centers were established in Peshawar and Quetta in 1974. In 1977–78, the PTV broadcast the live Cricket match between England vs. Pakistan . During this time, the PTV's interview program",5000,786
pakistan_tourism_development_corporation,Pakistan Tourism Development Corporation,"Pakistan Tourism Development Corporation ( PTDC ; Urdu : ادارہ برائے فروغِ سیاحت پاکستان ) is an organization of the Government of Pakistan . The PTDC is governed by a board of directors and for promoting and developing tourism provides transportation to various areas and owns and runs several motels across the country. It was incorporated on 30 March 1970. PTDC runs motels at a number of locations throughout the country to provide quality and low-cost accommodation for visitors, mainly tourists. These motels are located at the following locations:",554,89
port_qasim_authority,Port Qasim Authority,"The Port Qasim Authority ( PQA ) is an authority in Pakistan established in 1973, responsible for managing Port Qasim , which is the second busiest port in the country. The Port Qasim Authority was formed through the Port Qasim Authority Act, 1973 (Act No. XLIII of 1973) . This legislation outlines the creation and operations of the Port Qasim Authority, detailing its roles, authority, internal structure, and regulations concerning the management and navigation within maritime and inland waterway ports. In 2019, the cabinet has approved the delegation of authority to the Prime Minister for the appointment of the Port Qasim Authority's board of directors and oversight of board proceedings. The Port Qasim Authority demonstrated robust financial performance in the past few years. During the fiscal year 2020-2021 , the Authority experienced significant revenue growth of 29%, resulting in a net profit of 19.76 billion rupees. In 2018, the Port Qasim Authority entered into a significant Fuel Supply Agreement with Pakistan State Oil (PSO). This agreement outlined that PSO would fulfill all of PQA's fuel needs by providing Action Plus Diesel (HSD) and Altron Premium (PMG) for a period of three years. The Port Qasim Authority has engaged in various collaborations and partnerships to enhance its operations. In 2023, the authority has discussed different avenues of collaboration with the National Logistics Cell (NLC). In 2023, a disagreement arose between a party and the Pakistan Navy regarding a 3,009-acre land located in Mirpur Sakro , Thatta . The matter was taken to the Sindh High Court , which instructed for a clear delineation of the land to address the dispute. The Port Qasim Authority encountered difficulties regarding taxation, specifically regarding the general sales tax (GST) imposed by the Sindh government on the channel development cess (CDC) collected from vessels transporting liquefied natural gas (LNG). The Authority contemplated challenging this taxation issue.",2001,310
securities_and_exchange_commission_of_pakistan,Securities And Exchange Commission Of Pakistan,"The Securities and Exchange Commission of Pakistan ( SECP ; Urdu : سیکیورٹیز اینڈ ایکسچینج کمیشن آف پاکستان ), formerly known as Company Law Administration , Company Law Board , and Corporate Law Authority , is the corporate legislative and financial regulatory agency of Pakistan whose objective is to develop a modern and efficient corporate sector and a capital market based on sound authority principles, in order to encourage investment and foster economic growth and prosperity in Pakistan. The SECP is a collegiate body with collective responsibility. The operational and executive authority of the SECP is vested in the Chairman who is the SECP's chief executive officer (CEO). The Chairman is assisted by four Commissioners to oversee the working of various operational units as may be determined by him. The SECP has nine company registration offices located in Islamabad , Karachi , Lahore , Multan , Peshawar , Sukkur , Faisalabad , Quetta and Gilgit-Baltistan . The history of the Securities and Exchange Commission of Pakistan (SECP) traces back to the amendment of the Companies Act in 1956, which led to the establishment of the Board of Company Law Administration (BCLA) in 1963. Subsequent amendments in 1988 transformed the BCLA into the Company Law Board (CLB). The regulatory framework in Pakistan expanded in 1981 to include the Corporate Law Authority (CLA) under the Companies Ordinance of 1984. The process of the CLA's restructuring was started in 1997 under the Capital Market Development Plan of the Asian Development Bank (ADB). The transition to the SECP was completed with the Securities and Exchange Commission of Pakistan Act of 1997, which dissolved the CLA and transferred its functions to the SECP. This act effectively nullified the earlier provisions of the Companies Ordinance related to the CLA. The parliament passed the Securities and Exchange Commission of Pakistan Act, which was promulgated in December 1997. Consequently, the SECP, having an autonomous status, became operational on 1 January 1999. The Act gave the organization the administrative authority and financial autonomy to carry out the reform program for Pakistan's capital market. The scope of the authority of the SECP has been gradually widened. The insurance sector, non-banking financial companies, and pension funds have been added to the purview of the SECP. Now the SECP's mandate includes investment financial services, leasing companies, housing finance services, venture capital investment, discounting services, investment advisory services, real estate investment trust and asset management services, etc. The SECP also regulates various external service providers that are linked to the corporate sector, like chartered accountants, rating agencies, insurance companies, corporate secretaries and others.",2826,430
